u,g,r,i,z,redshift
21.97215,19.8767,18.34247,17.74635,17.33744,0.3142123
24.32675,23.63081,21.69166,20.89441,19.86758,0.3637377
21.94292,20.87903,19.07107,18.41994,18.10217,0.37978
19.25395,17.87646,17.11585,16.71287,16.40901,0.1165459
20.93428,18.89437,17.65624,17.16348,16.82745,0.1810219
18.47667,17.32184,16.77806,16.4681,16.24651,0.0643077
22.62183,21.45926,20.5037,19.67777,19.37386,0.613917
19.82319,18.51228,17.78733,17.36417,17.10077,0.08893291
24.94719,22.11944,20.48975,19.57154,19.22314,0.464967
17.69729,16.3685,15.7213,15.38537,15.10174,0.04379669
20.69681,19.3664,18.591,18.13852,17.87641,0.1499286
24.78332,22.03162,20.39438,19.58025,19.13494,0.4510404
24.5668,22.16405,20.45576,19.52811,19.20881,0.571002
25.9542,21.70935,20.22989,19.42824,18.905,0.545423
22.78716,21.61613,20.43774,19.4012,18.76248,0.588127
19.49023,18.11536,17.04048,16.5327,16.21374,0.2282961
16.44967,15.23327,14.61123,14.32096,14.00248,0.01927742
22.184,21.06441,19.53927,18.95046,18.35622,0.2952838
24.48933,21.67569,19.83523,18.97952,18.45262,0.4391776
22.83571,21.97309,20.25316,19.46124,19.03715,0.476474
23.38514,21.53648,19.57184,18.72103,18.20486,0.4620008
22.82326,20.08242,18.37652,17.76721,17.36685,0.3214749
19.15038,17.99637,17.46482,17.15268,16.97439,0.06074775
25.32166,21.34648,19.89039,18.93235,18.36971,0.5044565
24.22894,22.21438,20.597,19.79914,19.29561,0.4589683
20.76554,18.7876,17.69075,17.22447,16.8573,0.1254856
22.08126,21.17114,19.27708,18.26394,17.8074,0.5158679
23.96288,21.80635,20.304,19.46939,19.03718,0.496388
20.58214,19.00386,17.82442,17.21817,16.70922,0.1356661
17.77013,16.63345,16.13061,15.81233,15.64431,0.0649112
23.23333,22.07371,20.49455,19.64575,19.24548,0.5266083
24.95911,22.69153,21.09574,19.93676,19.49819,0.6248296
23.29335,21.37676,20.04542,19.13141,18.6793,0.5171475
19.97161,17.81182,16.68597,16.23665,15.86998,0.1390123
19.7516,18.37469,17.65458,17.26551,16.99672,0.07256214
23.19676,22.61437,21.41661,20.83274,20.55039,0.4803571
22.18264,22.46844,20.43607,19.59158,19.2088,0.47142
22.71115,19.55235,18.01478,17.44639,17.14849,0.2440505
19.39135,18.21795,17.78895,17.5457,17.39447,0.06256147
19.70158,17.96687,17.1084,16.72298,16.38463,0.06264381
24.12301,22.98048,21.72631,20.55332,19.81774,0.8149675
23.35534,21.47989,19.57681,18.60818,18.12766,0.4994049
18.74109,17.41614,16.83018,16.44633,16.12355,0.06469536
18.36359,16.95576,16.25054,15.85329,15.57516,0.07737206
23.26856,20.49151,18.84566,18.24881,17.78933,0.3657251
21.05459,20.49163,20.03899,20.39193,19.65329,0.3374906
20.00805,18.48636,17.45197,17.03493,16.69299,0.1658631
19.36061,17.86038,17.07976,16.68505,16.38017,0.09613949
24.20454,22.00561,20.6345,19.60784,19.09311,0.5311708
25.91399,21.80299,20.27032,19.3289,18.79874,0.4971524
23.0632,21.66161,20.80707,19.60179,19.01359,0.6388332
24.65238,21.39508,19.41217,18.71241,18.45857,0.3652235
25.74871,22.37784,20.92119,19.9668,19.67734,0.5194117
23.39589,23.16481,21.03888,19.87097,19.53018,0.6342173
22.00188,21.21171,19.77885,19.03105,18.79359,0.4255268
22.29817,21.03389,19.66363,19.15544,18.72896,0.3371158
22.27751,20.38516,18.70346,18.10299,17.74739,0.3191499
23.49061,22.6002,21.50739,20.3993,19.54012,0.6167732
25.14917,21.83733,20.12182,19.33174,18.823,0.473108
23.54124,20.65069,18.78451,18.10589,17.58892,0.4098463
25.56786,22.27069,20.81179,19.98131,19.37498,0.5408117
23.95867,20.99671,19.47409,18.84046,18.36575,0.3207971
18.06761,16.88792,16.46213,16.19686,16.13352,0.04464067
24.31184,22.29399,20.375,19.39207,19.11586,0.505548
19.88107,18.35079,17.62493,17.23851,16.93906,0.1054965
19.86133,17.9247,16.9158,16.47027,16.1,0.1062871
23.1974,22.25622,21.17907,20.10491,19.74801,0.7189392
21.9283,22.14526,21.32272,20.21661,20.23151,0.8005366
23.52758,21.74208,19.884,19.06971,18.57568,0.4530519
24.16002,23.37091,21.05998,19.84938,19.43084,0.6290417
24.49656,22.02727,20.35259,19.27323,18.92739,0.5589676
18.28552,17.11151,16.5519,16.183,15.95913,0.07911732
25.11144,21.61388,21.06384,20.18565,19.61897,0.7487684
17.79805,16.55698,16.03368,15.6688,15.44794,0.08647047
18.36329,17.15511,16.6498,16.37518,16.17791,0.03699495
19.61731,17.85716,16.84753,16.39761,16.05014,0.1589679
26.03048,23.00901,21.29499,20.03931,19.45526,0.6712038
24.11265,24.24262,20.8739,19.72654,19.51494,0.5881001
20.02254,18.36177,17.38982,16.95458,16.5852,0.1243114
18.53104,17.42519,16.85697,16.46986,16.29665,0.08301156
20.02539,18.44164,17.30748,16.79257,16.4441,0.1932371
20.10656,18.13089,16.96324,16.47475,16.04493,0.1545249
19.73059,18.27752,17.43722,16.94757,16.64739,0.1399882
20.64524,18.71674,17.4798,16.99485,16.60874,0.1767099
24.86216,22.078,20.35269,19.50276,19.08293,0.4767722
19.04036,18.07317,17.68105,17.51416,17.36648,0.01084987
20.4855,18.30283,17.051,16.57436,16.20059,0.1757961
25.42699,22.99382,20.9525,19.72926,19.19382,0.6204
21.34586,18.8662,17.47985,16.92707,16.55349,0.1819576
22.51979,23.01812,21.41167,20.36932,19.64586,0.5690486
25.64882,21.41912,19.5229,18.84078,18.44448,0.3883469
19.83568,19.07626,18.57452,18.2473,18.13572,0.1911123
20.34541,18.14575,16.98353,16.50579,16.13385,0.1707022
24.87119,22.56491,20.37723,19.19361,18.70756,0.5983016
19.11866,18.00384,17.26703,16.83788,16.57468,0.1821013
21.59809,20.30819,18.61603,17.96758,17.66725,0.3719152
20.84336,18.79443,17.60337,17.10643,16.78285,0.1764666
19.17076,18.28645,17.91572,17.57652,17.51623,0.07261894
20.10794,18.49648,17.68937,17.29804,16.97748,0.09191498
18.54337,17.3434,16.81635,16.50096,16.303,0.06096875
19.87928,17.88613,16.93824,16.49869,16.12548,0.07866843
18.88941,17.03181,16.09841,15.69136,15.37418,0.08320617
22.71496,23.08845,21.07302,20.11558,19.43317,0.651172
25.42187,22.56814,21.26186,19.98388,19.6776,0.578088
20.48792,18.54907,17.32107,16.78469,16.43096,0.1822096
24.16526,22.76422,21.06825,19.79773,19.25671,0.6471877
23.92386,23.90321,21.32042,20.12621,19.6145,0.6054953
19.21338,18.12254,17.70387,17.39674,17.24318,0.07079878
22.42891,21.05197,20.37594,19.89162,19.81377,0.2261107
23.04224,22.02353,20.45503,19.58551,19.16946,0.4294974
19.69616,18.30217,17.54319,17.13314,16.82677,0.117614
18.43978,17.41578,16.98157,16.68671,16.51378,0.09300712
20.41124,18.48168,17.18639,16.67833,16.31693,0.1966599
19.97223,18.51419,17.47639,16.95557,16.64627,0.2118496
16.93154,15.68594,15.28048,15.03224,14.96881,0.03148072
24.36469,22.52329,20.84992,19.83558,19.45307,0.5305086
23.81256,22.65178,20.80288,19.94495,19.51075,0.491834
21.88399,20.74701,19.47299,18.99304,18.52408,0.3791808
20.00642,18.3066,17.24846,16.80609,16.43818,0.1258243
20.03713,18.64049,17.72433,17.26006,16.96271,0.2035509
22.58792,22.37365,20.59628,19.25509,18.89046,0.694086
18.51045,17.31685,16.68982,16.37094,16.08023,0.03056228
23.17402,22.29984,20.73189,19.78598,19.18602,0.5025687
20.85347,18.81322,17.65926,17.08484,16.65855,0.1369178
19.91529,18.35301,17.66847,17.27864,17.06022,0.08402751
23.71671,21.63613,20.24541,19.50546,19.03042,0.6106337
26.76085,20.7075,19.03087,18.40376,17.96118,0.3574342
23.0017,22.11804,20.73684,19.66466,19.23264,0.5782847
25.32907,22.2407,20.56913,19.68931,19.0871,0.4758657
22.0938,20.94317,19.31203,18.56974,18.16794,0.4251362
22.34389,21.02185,20.4067,20.0746,19.85522,0.1711056
22.42069,21.17231,19.54961,18.93,18.51234,0.2984237
20.5776,18.34663,17.18182,16.66546,16.21607,0.1203192
19.08026,18.43025,18.04582,17.66979,17.70107,0.1858204
21.46026,20.6576,18.94894,18.30934,17.8345,0.354986
24.59084,22.52391,20.49731,19.67047,19.21177,0.3169449
23.09087,21.41433,19.68136,18.76879,18.22924,0.4837705
24.16738,22.61891,21.34324,20.07466,19.6212,0.5865195
23.33802,20.70045,18.91253,18.30815,17.89884,0.3689987
21.33785,19.12485,17.80353,17.32133,16.9459,0.192677
20.56894,18.68666,17.51359,17.07589,16.7288,0.1745212
23.54622,22.58191,21.05368,20.067,19.44677,0.5703075
21.6998,19.6517,18.17842,17.61409,17.2382,0.2449186
26.0093,23.02805,21.02223,19.60318,19.1073,0.6668088
24.28006,22.06905,20.31461,19.42027,18.98149,0.5653433
20.19128,18.53981,17.60448,17.10966,16.74532,0.1380618
17.98587,16.93057,16.44335,16.11458,15.97457,0.08288943
19.54781,17.42476,16.48686,16.06441,15.76133,0.09050912
19.16875,17.99623,17.68268,17.48311,17.32806,0.05918246
24.46423,21.71278,20.62305,19.79895,19.49096,0.5092043
22.33359,21.55669,20.91584,20.06248,19.61549,0.6912996
23.2809,21.76157,19.83552,18.71151,18.19341,0.5259642
22.35308,20.33278,18.67444,18.04128,17.60983,0.2770075
19.97713,18.61718,17.79588,17.37159,17.07886,0.1817676
19.18164,17.60728,16.72155,16.29182,15.97524,0.1285111
23.2978,23.15421,20.88406,19.83942,19.32576,0.5838609
23.68064,19.93607,18.05249,17.46981,17.04791,0.3294717
20.05211,18.078,17.0918,16.6695,16.26215,0.1112382
22.31176,21.62427,20.45649,19.49518,18.73211,0.6153361
20.91662,18.7434,17.48181,16.98061,16.62159,0.1921825
19.58422,18.20586,17.5201,17.12949,16.83215,0.08467748
22.61972,20.44035,18.69721,18.10423,17.73533,0.3357537
23.52458,21.06206,19.35559,18.64369,18.29091,0.4125194
24.16724,22.96187,21.58894,20.42874,20.05766,0.6556379
24.94822,22.83264,20.85381,19.81589,19.49871,0.491464
19.70899,18.35933,17.69594,17.3101,17.05576,0.09737341
20.02423,18.0074,16.95526,16.41109,16.0038,0.1135538
20.64619,18.47474,17.37609,16.86532,16.41941,0.1207414
19.96513,18.27988,17.44608,16.99166,16.64544,0.06570856
25.84722,20.89827,19.12059,18.50074,18.00376,0.368762
23.17928,21.1905,19.53249,18.77732,18.27604,0.4202925
20.43734,18.51231,17.57403,17.16029,16.82072,0.09854996
19.45451,18.16035,17.41574,17.00811,16.71234,0.09624433
22.56998,21.4347,19.88517,18.81079,18.32904,0.567906
21.07443,18.88301,17.83212,17.3526,17.01711,0.1143211
19.96942,19.23506,18.31253,17.83426,17.47765,0.2988096
20.95103,18.84171,17.71014,17.28859,16.94012,0.1438969
22.73122,21.25558,20.83322,19.88665,19.55878,0.7088489
22.12821,20.93304,20.22399,19.27412,18.59835,0.5829712
24.28764,22.36363,20.59751,19.48829,18.90575,0.5857607
24.37206,22.41028,20.83315,19.62668,19.12908,0.7027784
19.37587,17.91175,17.07921,16.67729,16.40978,0.1293642
19.20798,18.44238,18.24681,18.10461,18.02965,0.02962781
21.52054,19.47902,17.99069,17.4192,16.96705,0.2264815
23.67304,21.95341,20.65423,19.70697,19.19556,0.6004434
25.38071,21.95366,20.20406,19.27535,18.80687,0.5251051
19.3908,17.81727,17.05776,16.6532,16.36078,0.06771615
19.85064,17.9917,17.09682,16.67765,16.35905,0.08450099
25.43125,22.84697,21.23843,20.20064,19.75518,0.5945398
19.78527,18.02158,17.03232,16.62486,16.2809,0.1203661
25.06196,22.33096,20.64153,19.74724,19.21964,0.5614213
19.64065,18.09277,17.24725,16.74483,16.40848,0.09158139
22.19126,22.34331,20.52499,19.50419,18.63937,0.5422565
24.46158,22.09489,20.43603,19.58229,19.09918,0.461598
24.06613,22.98116,21.11287,20.02433,19.71389,0.464029
26.03012,22.6967,20.56438,19.52979,18.90836,0.5272834
20.6542,18.64595,17.51672,17.02785,16.66002,0.1305802
21.39862,19.00984,17.71898,17.22765,16.84086,0.1979415
19.30733,18.34159,17.51655,17.10833,16.84292,0.2049748
23.88426,22.26067,20.69421,19.72676,19.29404,0.6454555
19.76967,18.02778,17.19939,16.77106,16.47766,0.09272406
22.211,19.45647,18.01158,17.36752,17.00738,0.2988776
24.37613,22.07579,20.45412,19.6356,19.44933,0.4400911
19.79274,18.34754,17.5253,17.11185,16.86971,0.1439632
25.10195,22.5493,20.80929,19.8367,19.26571,0.4765719
24.023,21.71149,20.61125,19.36659,19.92465,0.732084
23.77657,23.84265,20.32973,19.3065,18.7828,0.5214829
25.46823,23.42454,22.01595,20.68409,20.77006,0.6993697
19.40013,18.27713,17.60205,17.18866,16.9689,0.1125333
25.4393,22.774,20.86171,19.81565,19.41619,0.5498356
21.61856,21.245,20.26059,19.45114,18.89535,0.6244065
24.2326,22.78765,20.73716,19.78335,19.17512,0.583002
22.81262,22.53743,21.01017,20.5129,19.78022,0.3098032
24.7324,25.42497,22.05832,20.72031,19.7793,0.8404443
20.45498,18.54708,17.4302,16.98623,16.67985,0.1718885
25.76752,20.55142,18.8609,18.17901,17.73892,0.3691147
22.77042,21.33721,19.95949,19.43705,19.10978,0.2655437
20.28446,18.46233,17.4132,16.90529,16.46314,0.1080828
18.30356,16.83746,16.1022,15.72913,15.42962,0.03353775
25.02575,22.15084,20.51565,19.51693,19.03675,0.6003844
24.00061,22.01353,20.2198,19.34777,18.94978,0.4856398
22.65996,22.05162,20.59495,19.54788,19.13529,0.6193566
19.42041,17.70802,16.78915,16.34405,15.97427,0.09561118
23.1652,20.76202,19.08715,18.46645,18.06237,0.4113241
22.42604,21.70523,20.54785,19.77089,19.70736,0.3218793
18.52267,17.83338,17.81147,17.55126,17.68625,0.07323986
19.56936,18.66934,18.24064,17.92242,17.84854,0.1227424
25.04095,21.0172,19.16266,18.31427,17.95277,0.4759561
24.14764,22.85684,20.94171,19.74071,19.53948,0.5407745
19.5996,18.19329,17.45267,17.06306,16.79726,0.1210058
26.48866,24.20915,21.71671,20.47882,19.61286,0.7981325
26.53551,22.79428,21.06205,19.75332,19.19221,0.7265321
23.02736,21.56075,19.87411,18.96232,18.53405,0.5092615
24.78358,22.58354,20.65722,19.69419,19.23201,0.5139613
20.55971,18.64365,17.60248,17.18655,16.85406,0.1238347
19.07584,18.08919,17.72459,17.47512,17.28899,0.05271276
24.25135,20.81012,19.0708,18.44886,18.00555,0.3200924
21.05451,20.88983,20.41911,21.05712,20.5367,0.29377
25.72475,23.14619,21.31592,19.93648,19.58361,0.7128704
22.952,21.57585,20.35228,19.62101,19.14828,0.3299979
20.70378,18.63087,17.50086,17.0306,16.66737,0.147784
25.34708,23.68363,21.32495,20.06116,19.46131,0.668382
18.76349,16.8122,15.81973,15.38813,15.02306,0.08561404
21.87703,20.13716,18.30869,17.67818,17.27647,0.331841
23.9119,22.51656,20.76063,19.59209,19.10984,0.6295105
19.77485,18.44628,17.6026,17.18811,16.90055,0.1496854
20.88463,19.08085,17.87081,17.44182,17.08734,0.2193551
24.81656,23.41112,21.24981,19.98444,19.62381,0.5780985
25.03348,21.19754,19.30505,18.55403,18.16018,0.4621055
20.39114,18.49793,17.4811,17.03153,16.66757,0.1294912
19.22067,17.66803,16.88425,16.47767,16.16558,0.09586065
19.88796,18.10379,17.19095,16.76173,16.44134,0.07143492
20.82843,19.10557,18.11067,17.67526,17.30918,0.122441
22.86395,22.48652,20.87175,19.92649,19.53754,0.5219859
20.05257,18.23042,17.18847,16.71355,16.38839,0.1496291
22.10986,21.68592,21.03754,20.56539,20.5034,0.1934474
26.20923,22.1295,20.23087,19.28065,18.84367,0.4866976
24.78271,22.74096,20.98096,19.73416,19.18274,0.6079353
18.79765,16.86625,15.89474,15.46112,15.10622,0.09346975
23.97478,23.26917,21.78893,20.4988,20.06302,0.7037092
23.4868,23.55342,21.79295,20.28445,19.74353,0.6896808
24.5375,22.87751,20.88594,20.02966,19.64842,0.4855307
21.11727,19.08089,17.90577,17.43985,17.17596,0.1521573
26.23177,22.78294,21.15732,20.09186,19.55914,0.6172795
19.58714,17.54128,16.40351,15.96425,15.5895,0.1440097
22.78809,20.74441,18.96404,18.32708,17.82693,0.3584158
19.31542,18.05268,17.60183,17.36986,17.14195,0.02011001
22.77468,21.31438,20.11869,19.33526,18.84431,0.5291669
20.4167,18.32483,17.39206,16.92681,16.64753,0.1486212
24.65754,22.0286,20.63006,19.77134,19.45709,0.5643398
22.31889,21.66681,20.60448,19.72617,19.37572,0.5998054
23.77183,23.02066,21.13844,20.06669,19.43007,0.7085575
22.65384,19.88636,18.27501,17.58552,17.2369,0.2896295
24.21026,22.62735,20.78312,19.84479,19.25367,0.4748119
20.64028,18.70727,17.70872,17.2638,16.95571,0.1086505
22.90271,21.72656,19.94462,19.14052,18.75235,0.4467182
20.1311,17.96851,16.93082,16.4898,16.12794,0.1059338
23.33157,21.80166,20.29238,19.4372,18.98509,0.4750145
19.50204,18.12503,17.37678,17.03462,16.74153,0.1126332
26.71699,22.3899,20.82375,19.58926,19.04711,0.6220813
22.80318,21.53077,19.82452,18.93948,18.4438,0.4701093
23.40229,21.60089,20.55157,19.70664,19.16329,0.2495735
23.27657,22.37545,20.4747,19.4934,19.15178,0.5537199
18.64955,17.6209,17.29981,17.15705,17.01455,0.01242932
22.59945,20.4959,18.84031,18.28354,17.9138,0.2936102
24.31317,22.43134,21.06515,20.18321,19.93399,0.486163
26.3637,22.96603,21.0537,20.01366,19.59507,0.4977832
18.22882,16.1054,15.07619,14.56772,14.15867,0.05392775
22.86903,21.63051,21.22005,20.94286,20.4257,0.1301923
19.42756,18.13752,17.64174,17.29099,17.03947,0.07313892
20.38008,18.77031,17.81862,17.34296,17.02507,0.1499889
22.95907,21.9408,20.79455,19.79552,19.20542,0.6013449
24.75505,21.07568,19.33764,18.57275,18.17372,0.4537115
24.61751,22.13481,21.05473,20.03933,19.53315,0.5069665
19.16646,18.15766,17.77129,17.58887,17.47155,0.02330861
24.87774,21.06813,19.37054,18.6338,18.42182,0.2847419
25.96795,23.17987,21.69976,20.20093,19.46972,0.7158843
20.16023,19.6245,19.20037,19.11724,18.97325,0.253991
24.19596,21.96074,20.08701,19.15811,18.65779,0.5182136
18.67976,17.30309,16.69071,16.31914,16.0497,0.05881327
18.63501,16.747,15.79157,15.38037,15.04802,0.07752618
20.50923,18.3847,17.09924,16.58593,16.17692,0.1831714
25.95454,22.81361,21.57299,20.4282,19.66074,0.5581547
23.80406,23.96985,21.14785,20.06083,19.57362,0.4850653
25.59301,21.33238,20.12568,19.18565,18.74889,0.5586304
19.7394,17.85855,16.97699,16.55675,16.22464,0.08115926
19.41757,17.48277,16.44793,16.0226,15.67399,0.1144831
19.13927,17.75478,16.87227,16.42776,16.09847,0.159024
22.44894,19.21263,17.82536,17.20773,16.73635,0.2054038
24.74354,22.2878,20.83142,20.02788,19.5278,0.4310247
23.66245,21.13715,19.3825,18.51134,18.1038,0.4779227
20.38035,18.36866,17.36411,16.91667,16.57838,0.1129631
24.44273,21.92705,20.45325,19.57603,19.08519,0.4632678
25.61952,21.38204,19.56675,18.9057,18.60838,0.3803329
20.99431,18.73506,17.43124,16.90113,16.50907,0.1928386
18.69598,17.20238,16.56494,16.21433,16.03381,0.06195805
17.27793,15.39798,14.49034,14.04542,13.73724,0.06592841
26.33795,22.61246,21.00695,19.87107,19.46085,0.5345569
20.06201,18.88749,18.40932,18.12974,17.94333,0.04857774
20.37301,18.61048,17.54667,17.11489,16.78228,0.1445086
21.19254,19.00056,17.66579,17.07667,16.67388,0.2327631
22.61786,21.60466,20.59409,19.98459,19.43055,0.273252
18.88931,17.43389,16.64104,16.2809,15.99185,0.0829505
24.42222,22.18244,20.64003,19.85571,19.41949,0.4378785
18.74306,17.51584,16.8362,16.44594,16.19042,0.08477844
21.56329,20.62222,20.06499,19.96364,19.5358,0.742208
23.87447,20.21689,18.54946,17.89098,17.4603,0.2782382
24.23833,22.37016,20.56137,19.60918,19.25032,0.5826401
24.86506,22.85126,21.02126,20.22502,19.46453,0.5660581
22.25398,21.98914,20.60355,19.49059,19.11816,0.713448
19.56418,17.87761,16.83942,16.34233,15.94717,0.1156193
19.08427,17.9046,17.45013,17.08431,16.93357,0.07237474
19.59867,18.65282,17.80327,17.35209,17.08876,0.2218692
25.29004,23.53567,22.29591,20.26349,19.35463,0.8661273
19.94087,17.70666,16.52193,16.02205,15.60052,0.1365456
25.4021,23.32912,21.5132,20.03597,19.32274,0.6969891
19.88713,18.46668,17.63508,17.14787,16.83777,0.08062324
17.56537,15.92927,15.2029,14.79608,14.48165,0.04561776
19.64257,18.41278,17.68355,17.3112,16.99463,0.1372775
17.34979,15.65203,14.85028,14.42299,14.12536,0.01134013
19.83883,17.84755,16.87534,16.44153,16.09163,0.1173724
23.78115,21.20376,19.96625,19.19647,18.82139,0.4288538
19.46047,17.77651,16.87523,16.37221,16.04468,0.08807568
23.99517,21.38512,19.60291,18.80922,18.33429,0.4486387
20.75984,19.78757,18.53705,18.04422,17.613,0.3780015
19.45806,18.31504,17.5841,17.17281,16.93559,0.1447463
22.0527,19.1917,17.43145,16.77615,16.4468,0.3374618
26.55441,22.53297,21.02142,20.14478,19.46733,0.4770152
18.72321,16.93802,15.9898,15.52462,15.13346,0.08704335
20.32349,18.56833,17.58505,17.13926,16.77692,0.1104945
23.52964,21.82761,20.00796,19.16638,18.77934,0.4475604
18.98039,17.15379,16.21865,15.81387,15.49467,0.1311851
23.07747,23.27657,21.12928,19.84378,19.31139,0.6276039
19.60718,18.58019,18.01228,17.61575,17.47095,0.1341072
20.07248,18.07484,17.01707,16.48309,16.05682,0.0696598
21.73734,19.26774,17.59967,16.96229,16.56371,0.2849626
22.90776,21.76294,20.60506,19.84426,19.47684,0.55266
24.03417,21.07117,19.31936,18.62953,18.20163,0.3364383
23.3939,22.85633,21.18655,20.22316,19.8287,0.5325877
23.44901,22.62516,20.81951,19.84262,19.30945,0.552858
20.54785,18.4388,17.46419,17.02067,16.64623,0.09189515
17.74705,16.71223,16.24493,15.89799,15.73523,0.1165617
22.58043,20.23715,18.69127,18.08547,17.79123,0.2896196
15.30036,14.11678,13.62749,13.33329,13.17001,0.01811678
20.31221,18.08752,16.79901,16.30736,15.95319,0.2000753
19.44475,18.22838,17.58501,17.20427,16.93722,0.127006
20.2807,18.06359,16.98815,16.52672,16.1329,0.117235
25.78031,22.13337,20.35022,19.3029,18.83509,0.5960153
17.32904,15.53545,14.7447,14.36592,14.0923,0.02166561
23.75973,22.48911,20.4149,19.23785,18.75275,0.5974497
17.40627,16.21073,15.65025,15.22807,14.99598,0.08547309
22.62626,22.28619,20.50832,19.63706,19.10342,0.516548
22.51784,22.56178,20.61232,19.60773,19.15483,0.50592
23.69684,21.85818,19.84673,18.96723,18.47714,0.5019104
21.08672,19.34287,18.10546,17.59893,17.30614,0.1746222
22.59851,21.57247,20.0905,19.20131,18.76403,0.5335826
19.25223,18.15469,17.72592,17.51953,17.31327,0.03750645
23.77065,20.65974,19.00912,18.38652,17.99351,0.406926
23.02163,21.4723,20.59628,19.80676,19.44992,0.6255145
23.24201,22.5169,20.85866,19.82615,19.39454,0.590459
19.86355,18.1002,17.25765,16.82639,16.47055,0.03935936
23.65021,22.40811,20.86694,19.84601,19.29485,0.7189841
21.97387,20.76357,18.88198,18.21982,17.78405,0.3337567
25.19286,20.46585,18.69882,18.01357,17.63391,0.4139606
22.75035,20.78726,19.05256,18.45452,18.03503,0.3492254
19.72252,18.23815,17.27543,16.86365,16.52257,0.146951
20.27116,18.59999,17.63826,17.08599,16.7458,0.1157855
21.95187,20.29996,18.47228,17.84075,17.46537,0.3720809
20.23043,18.56634,17.92304,17.55749,17.29937,0.1391347
22.5395,22.50484,20.85619,19.82769,19.37071,0.5064234
24.38486,22.26171,21.04388,20.07745,19.59298,0.5472133
22.57805,20.75443,19.04591,18.44018,18.00538,0.3422042
23.50468,21.2106,19.41856,18.75511,18.43175,0.3556444
19.32518,18.15181,17.70142,17.39871,17.2007,0.04740471
19.20069,18.00344,17.42607,16.97355,16.72751,0.06045281
23.1669,21.58675,20.18248,19.44028,18.96665,0.5158829
18.01604,16.88368,16.37504,16.04907,15.84315,0.04708766
20.36909,18.74315,17.83238,17.38056,17.04492,0.1144655
23.85686,21.33806,19.64756,18.81278,18.3804,0.4304118
19.64924,17.88325,16.9955,16.57714,16.27409,0.08183119
25.3789,22.67832,21.027,19.86951,19.20436,0.640812
25.41795,20.81847,19.06273,18.35969,17.97012,0.3353027
22.70939,21.84256,20.22324,19.36895,18.85273,0.5066658
16.82335,15.59152,15.10525,14.83946,14.62414,0.02484193
25.02837,21.74135,20.01308,19.01452,18.59262,0.5097238
22.0422,21.46217,19.83483,18.84616,18.31306,0.5627996
26.04416,22.37289,20.77712,19.93598,19.46151,0.5374559
24.96637,22.9115,21.1139,20.03086,19.6078,0.544058
19.83016,18.16726,17.25603,16.79715,16.43426,0.08141904
18.46465,17.38102,17.07035,16.85632,16.67422,0.0417864
20.75667,18.93408,17.61551,17.15751,16.75844,0.1999324
24.16371,22.8526,21.17067,20.01371,19.62032,0.6009816
23.66361,21.79446,20.32473,19.38425,18.94601,0.5212504
19.05084,17.74761,17.21424,16.84097,16.63498,0.03630489
19.03943,17.74454,17.05459,16.68116,16.45554,0.09721424
19.30102,18.29289,17.76337,17.36112,17.27494,0.1653525
22.57439,20.58996,18.86595,18.21061,17.77189,0.3127752
23.49686,21.64973,19.84069,19.01541,18.56777,0.445671
25.77519,22.05136,20.52603,19.67792,19.23853,0.4297902
22.29552,22.25103,20.64981,19.77756,19.46971,0.4897617
19.38432,17.63378,16.71201,16.23913,15.88249,0.08925618
18.87094,17.95697,17.62159,17.3333,17.31095,0.08465102
25.35126,20.88423,18.98644,18.36552,17.96259,0.3708043
19.52895,17.76423,16.68882,16.21433,15.84538,0.136939
22.87134,21.02857,19.34071,18.49891,18.03984,0.4807929
22.66662,22.42796,20.92447,20.06038,19.57808,0.4346192
20.50099,18.93844,18.01408,17.48845,17.13221,0.2010474
23.92742,22.1711,20.30198,19.29026,18.92416,0.5243215
22.08162,21.67893,20.24415,19.37626,19.21984,0.4645328
21.93958,21.35507,20.04764,19.29075,18.87053,0.4989484
17.34312,16.36889,16.01099,15.84342,15.72716,0.01396442
23.13717,22.13755,20.64195,19.5882,19.06198,0.5337715
25.14713,22.06623,20.71567,19.72528,19.31904,0.6018934
26.35596,22.14019,20.35145,19.41497,18.97149,0.4987698
22.97435,23.05668,20.70479,19.51065,19.03462,0.6896989
23.27255,21.0011,19.41846,18.4951,18.06848,0.4668354
23.31379,20.48783,18.69839,18.09654,17.72065,0.3305673
23.19529,22.44494,21.10506,19.98619,19.66485,0.5277942
19.89862,18.47103,17.62395,17.21794,16.91582,0.1496837
22.3314,21.17289,19.45167,18.71852,18.21603,0.4454717
19.80737,18.01932,16.93093,16.44846,16.06011,0.149077
20.36636,18.60132,17.39919,16.92644,16.53333,0.1827168
23.08578,22.32795,20.74703,19.7398,19.3564,0.5368827
25.97763,22.76108,21.17662,19.86921,19.48457,0.5759343
24.2798,22.22225,20.63631,19.6967,19.30969,0.5213835
19.81297,18.17138,17.28826,16.88297,16.60898,0.2056154
22.23667,21.1987,19.62895,18.76216,18.32002,0.4601179
24.93079,22.14098,20.21755,19.26933,18.93916,0.526379
24.39301,20.87592,18.94336,18.22993,17.84597,0.3275724
21.02482,18.84353,17.3338,16.79032,16.42809,0.2392356
23.75839,22.2866,20.88302,19.86662,19.32667,0.5456468
23.29442,22.63631,20.7146,19.59581,19.06906,0.5758032
23.3956,21.50325,20.32428,19.49103,19.05958,0.5441214
